,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
SMAH,0.023950307722280312,0.024459600649813708,0.025733725556563655,0.021888566315636643,0.012325825333892954,0.028828971238696224,0.021319634898610766,0.016437454711345997,0.02931911113391174,0.0373468727637743,0.11339612280473983,0.02249868654231601,0.023854906601387428,0.021830418499822618,0.02118833379796463,0.02003301262934156,0.021011129137674937,0.022150486237469687,0.012225225756216335,0.02690902006373417,0.019089394423866115,0.023579145525442314,0.022355602099409875,0.013254095330419824,0.027630078050796595,0.01639922312299612,0.013222810731453346,0.026102442755635717,0.03218566108318715,0.024997301767044237,0.023400469040946892,0.01749986557157872,0.015048954262389764,0.024285441659923353,0.030703125445694177,0.01939617042236987,0.01963130248951672,0.016067719093361712,0.009768670580543676,0.021173479389400295,0.03985630799443175,0.01485000327273722,0.01746146218226751,0.01687623420290936,0.029131570178734353,0.03000408017490458,0.021872425307992046,0.024653112636265496,0.009498398937574913,0.019721908565881453,0.01916841688412627
NPCK,0.01971510816274453,0.0239573805789775,0.03062462035846853,0.019013495497763228,0.009615458421314714,0.02695414872543148,0.024271961027420002,0.017401383321841195,0.02003581021369082,0.025358081019288676,0.02249868654231601,0.08188578209555503,0.021689243344427494,0.02927507101909856,0.02373164912289818,0.020166891242074693,0.01468180240330775,0.01351320305225908,0.020846472396125984,0.014986270699720266,0.02379649092361534,0.009609315598865747,0.020932843236467016,0.02168808900536614,0.010291622917379112,0.014406558674434702,0.011405753298776902,0.02727491491815932,0.029766832781603164,0.02308783501150064,0.01797806863253355,0.014017471281256634,0.0076387448981136965,0.02734841761060363,0.027262679397519026,0.011470760754312262,0.014483969004462853,0.01572305463053318,0.008948007100292036,0.024970630367660607,0.027562185633331043,0.008354844605906516,0.01688369744285918,0.011584271400597057,0.023938440557903284,0.02159127545587992,0.024534351724936378,0.014092021490502682,0.009127805824171763,0.010210154428689291,0.023615090369155125
MSDP,0.02651068864810785,0.01419429338544376,0.01936990442048583,0.022667182163937274,0.022188373195051538,0.016720879272042733,0.01948308062933931,0.0178208858039693,0.023628980964682376,0.029672479534037177,0.023854906601387428,0.021689243344427494,0.12367004680268066,0.026147331546647147,0.020978931823947836,0.018197787401525743,0.020700220425434727,0.022081175828950275,0.04116168470254884,0.05282062377438544,0.017008920400139908,0.030455820791291957,0.018426113192906775,0.017804298615483296,0.031201021445476235,0.028494657385322888,0.026949471989279362,0.02246933133334817,0.011951847372919037,0.033759168421044386,0.04092662452948532,0.02320196507195175,0.025280750830441085,0.024487217858814775,0.015063067365243037,0.02987234255510512,0.023997451671459884,0.029003276495160737,0.020390403590598596,0.04030021526135567,0.025335567756056884,0.020128789264845372,0.0160936080029117,0.026359124191290384,0.024428043490801306,0.024291951104590988,0.019635903017387796,0.027851523320218098,0.01647100328584009,0.04654257284600224,0.05076266054261335
EORC,0.02325754936158707,0.029452517231657305,0.026631440336744173,0.019898204481630318,0.016488426561289328,0.033688212103142,0.02544550736633417,0.01849039383731994,0.022530688824458665,0.03170671832032073,0.021830418499822618,0.02927507101909856,0.026147331546647147,0.1245970940276254,0.026019629020872265,0.014425610894042765,0.023328481805830532,0.014256625280016326,0.01637160760232502,0.026340240995058127,0.02144770378955663,0.012957621464508687,0.014774028833267033,0.017197340013510656,0.008236942075111584,0.021996370334083363,0.011548350565159543,0.028256364365613428,0.02828819261611205,0.02291799219761569,0.027241835777891608,0.016927064810223758,0.01347947881668833,0.030829575773721737,0.02387463163059735,0.023356917347199104,0.015400726381508231,0.02308369946109846,0.016805494526968147,0.02721810568477211,0.02557337156465785,0.009515897002322088,0.016831095399463588,0.01145511588434469,0.022463467132979035,0.029297112790877697,0.0263083670875658,0.01822099249436995,0.009337259820588256,0.019119034284760004,0.025330894065521765
CUBO,0.020986858702451733,0.0280738318776343,0.02317694382644218,0.021716410664438964,0.013763684014398878,0.02831004765653582,0.02237595059664939,0.019222204058116775,0.028220772521316415,0.024262787387615708,0.02118833379796463,0.02373164912289818,0.020978931823947836,0.026019629020872265,0.06524550258232291,0.02227213341600547,0.021820293473789904,0.018743607808969383,0.014499168264955677,0.017105620565226968,0.028856738928870657,0.017205324649999108,0.01256490958050019,0.01890724884414545,0.01639768752106563,0.022810991747316045,0.004286580955327013,0.022766461875452598,0.028756361155156528,0.01738068968786061,0.013648650622041169,0.009463760148768702,0.011298469651314015,0.02984159407388534,0.021648335135636115,0.023062026117009297,0.01940697679427221,0.0224565737928311,0.008391783403112101,0.025761904712658417,0.04171796866911787,0.010232275958985713,0.02111257601916774,0.011849891112044078,0.023988345163166953,0.023930068668863613,0.020695511646958657,0.016268180877769257,0.010460007558855185,0.015254347105671572,0.019052770344413425
HRET,0.02061095501033685,0.025034312217939267,0.021713939619090492,0.03094986580157816,0.0075674401173973956,0.019893795826272515,0.02322824116712596,0.01674869029839955,0.027757140763741077,0.0307407652982449,0.02003301262934156,0.020166891242074693,0.018197787401525743,0.014425610894042765,0.02227213341600547,0.12494772012778706,0.016410148226195072,0.025705874785463323,0.007125941867236218,0.008511654692379297,0.01869438672081863,0.02688915120891269,0.012904187135607698,0.017319495017999315,0.014986581973163566,0.010283988531583766,0.0062205287799990345,0.01510634648687565,0.022327681740351688,0.01950418310340896,0.02690359502862785,0.01334563265822731,0.019911681344599027,0.02565578247239811,0.028427369576328788,0.013520400639505058,0.016716009489924192,0.013342966983839752,0.012698697590404536,0.022457725982474773,0.037481536715193026,0.013016503472797602,0.01809213388483089,0.010639192834858492,0.014883865940525617,0.02715945720707189,0.01981739065385058,0.016065656301128977,0.009225996484269909,0.00921892406466134,0.017425963600191458
ANSO,0.020126566637608097,0.024219480361082395,0.020046297540152302,0.020637837362779805,0.009411203239341364,0.032425906114657545,0.01627462219736827,0.014999661917639249,0.020482889551898142,0.024898056475447815,0.021011129137674937,0.01468180240330775,0.020700220425434727,0.023328481805830532,0.021820293473789904,0.016410148226195072,0.10175799215231722,0.021687845491427462,0.009623849843523298,0.03212119339963482,0.018331784553441546,0.011697853774629709,0.011527949306606283,0.013875263346225975,0.016695293132710284,0.011810253393950603,0.019298194696729425,0.02948217581714557,0.021369493142521543,0.017931349269842838,0.024035214966001854,0.00966645050599748,0.010893428544192098,0.02413512125883663,0.023838264609270278,0.012872586044552168,0.010040042732043971,0.013372632552062747,0.01081352127563622,0.021885958560977532,0.0347420122409918,0.012221678099072474,0.016204125120712145,0.013000389142291052,0.02000855607432692,0.02425956638234729,0.020956322898450286,0.01884749597843782,0.008252575733780281,0.021349999640079376,0.017771990710234015
DIHO,0.022299817588490707,0.015692765842850218,0.022969308236813073,0.01852615466687392,0.016345826055045764,0.024136578741879692,0.013993929995287776,0.015824052646816664,0.017261357016670486,0.021002775703932376,0.022150486237469687,0.01351320305225908,0.022081175828950275,0.014256625280016326,0.018743607808969383,0.025705874785463323,0.021687845491427462,0.10954075790586597,0.019087823863256297,0.03311893320892566,0.011140089987115315,0.021108405124245617,0.014290352281749226,0.021799066146331376,0.017957239243823673,0.017722344289934966,0.021876116332235778,0.013992775863094666,0.018384725478786088,0.0259541529478012,0.03920193835856976,0.024131087263729388,0.011023587983544915,0.02074718886636833,0.015427207882707778,0.018621265426936765,0.02195542610309439,0.03325125305449109,0.03407044120432432,0.02990812801078391,0.031076345667162834,0.016657094423278333,0.013759406086039788,0.018569905694990684,0.01643580501008555,0.02227908428600534,0.01879289272116145,0.02342964246101559,0.015516582709986158,0.014630135656139803,0.0319269587762854
RTTH,0.029483318849064043,0.017514811411996255,0.02151302775786933,0.012595793283134826,0.014559013011943931,0.031217370115293852,-0.00017083197370276144,0.012041730558199378,0.0151394259724456,0.013751483459385016,0.012225225756216335,0.020846472396125984,0.04116168470254884,0.01637160760232502,0.014499168264955677,0.007125941867236218,0.009623849843523298,0.019087823863256297,0.2560987024155845,0.038229872826957424,0.019686131419106086,0.06503322934682246,0.026628025096171307,0.01859623698442276,0.06412911076286582,0.059487027470065255,0.017764020079020372,0.015955160318650918,0.017168633296043144,0.027700473050353353,0.06539116807626791,0.027983034572435304,0.015361973808153887,0.009406872575135429,0.005567710358828586,0.05967776476291785,0.016609722454008238,0.06987321638505198,0.027226157955302775,0.024836095464561253,0.014357210542336981,0.017356604606797804,0.010614970148724612,0.01714633656792491,0.014542280273293118,0.016645017257151888,0.013103384313528425,0.036048822141793155,0.00942171030902209,0.023067296191746845,0.032760077563633395
SPLZ,0.02961487286350503,0.016124711230910128,0.017605575332237562,0.018668036687881775,0.019142107579538842,0.0273957554391486,0.018894288664971143,0.014719259850865642,0.023193159683134828,0.027444834056610523,0.02690902006373417,0.014986270699720266,0.05282062377438544,0.026340240995058127,0.017105620565226968,0.008511654692379297,0.03212119339963482,0.03311893320892566,0.038229872826957424,0.16339658142578783,0.024024283442812763,0.040018938154328734,0.031939110664523734,0.032657235815531635,0.032216113984313136,0.023322472790951974,0.03509815416759514,0.02202915910331023,0.022323554720451305,0.03511041054771691,0.04342634565497991,0.025098366724898836,0.018957358807617467,0.02417915442588875,0.02549040012351175,0.01938843539560141,0.022898247386492588,0.037602515257969316,0.038014168030798025,0.0500369578035984,0.02872607831974708,0.02349278580570234,0.017256632880908156,0.02106508004171862,0.021164188852386863,0.02134917411267071,0.019597701084872705,0.03963515129308727,0.022264651958006764,0.04604618339171749,0.05081858208570869
NWIG,0.02010475045238986,0.02510732466410123,0.016978939876285102,0.017442057239762807,0.014858156995750754,0.024027728778852394,0.01937781478101993,0.013110854514892321,0.024603613494115925,0.026387357950013117,0.019089394423866115,0.02379649092361534,0.017008920400139908,0.02144770378955663,0.028856738928870657,0.01869438672081863,0.018331784553441546,0.011140089987115315,0.019686131419106086,0.024024283442812763,0.11267209478398778,0.013317169821057483,0.012681524788895306,0.018551756007737546,0.015371822961293633,0.014041049160723297,0.013451053377757993,0.02579969707617815,0.027645172416755653,0.014704067088372639,0.01622632778492125,0.011990333168432041,0.011424687793881278,0.021443494273957184,0.03050662877627131,0.01627195106759456,0.020459456161355048,0.013584032805394728,0.004454254962427179,0.019743533567089355,0.027314457068044404,0.011989033959176582,0.01619707495224029,0.013556220411336759,0.026086239248289407,0.03224974948617643,0.02343516950264298,0.014226212968940112,0.008793058110750795,0.015615897630530522,0.024228365896919856
MMBT,0.04146593538362034,0.024682003569887097,0.02189679496195068,0.011517790911396524,0.01577196084788644,0.006191233633138696,0.004514379928836564,0.021395095680808763,0.03483396549457222,0.02568638785093555,0.023579145525442314,0.009609315598865747,0.030455820791291957,0.012957621464508687,0.017205324649999108,0.02688915120891269,0.011697853774629709,0.021108405124245617,0.06503322934682246,0.040018938154328734,0.013317169821057483,0.41900356824756074,0.03094263529901486,0.020583208590705823,0.07479446485414484,0.06361468329543837,0.0028158175497046785,0.020580245892515173,0.02209108264438071,0.018975076088892706,0.09179881492080481,0.021724790358520728,0.01484302849413221,0.004211371442857547,0.01830489663584177,0.10232358619766388,0.020845416820647156,0.09810906732750066,0.017229944885503303,0.03609956836295129,0.022596975915379562,0.025161300756367664,0.004178453644609841,0.01912900777749639,0.014336886749725261,0.020020401507373265,0.0183652226156856,0.0181372991693783,0.006948120635668841,0.03249478195196827,0.013310013458035388
MDGI,0.02245655377346753,0.020605602865180095,0.014559947193652552,0.011915917837873446,0.014970754668473677,0.023092140731542657,0.012235957938396779,0.014584361254720608,0.018894017405240625,0.012648937767437793,0.022355602099409875,0.020932843236467016,0.018426113192906775,0.014774028833267033,0.01256490958050019,0.012904187135607698,0.011527949306606283,0.014290352281749226,0.026628025096171307,0.031939110664523734,0.012681524788895306,0.03094263529901486,0.11247524532457955,0.021174482948729305,0.028259082701817727,0.022991684014809593,0.014646671773841475,0.01605200785138453,0.019646715658404434,0.025956811282550406,0.031153101691404426,0.02568034173091086,0.010334114089827939,0.01712473742253384,0.016567233743617377,0.03458449821624319,0.014550100900721643,0.03380728102270958,0.033679857932498204,0.028636174242367595,0.015080955202390839,0.01447821987771029,0.007420497640698316,0.02589648942067171,0.02127878620382037,0.02176759183495782,0.014872477964205776,0.024275575350281426,0.009629964314536133,0.0216333270339388,0.02547939154399776
AGVF,0.02103602667957429,0.022168712028512325,0.014257919593421797,0.016984921475347886,0.021625241966431806,0.023594830763435496,0.01707094658952432,0.012792378433574716,0.016377169944328272,0.02051200975129673,0.013254095330419824,0.02168808900536614,0.017804298615483296,0.017197340013510656,0.01890724884414545,0.017319495017999315,0.013875263346225975,0.021799066146331376,0.01859623698442276,0.032657235815531635,0.018551756007737546,0.020583208590705823,0.021174482948729305,0.09738529080582269,0.017689788975969966,0.024096152893575314,0.022096067265001677,0.014283492669233368,0.021973165119536908,0.021506919160350895,0.03550420291313988,0.01857461500599047,0.01622051747441877,0.019161066139058155,0.02220732693282151,0.01758967466912821,0.01763385315388273,0.03530141319239353,0.031566683708423346,0.029504585606359584,0.01479016308664929,0.015371077882383965,0.011325911061204303,0.014942248671825285,0.015824291186556906,0.019159119299017462,0.018624680514572407,0.022296984434548448,0.008544765376037624,0.023517917303490107,0.029149470866163766
RRES,0.02855888814732783,0.015375258665504838,0.013802205118998339,0.012946147556054026,0.021128170550349663,0.014609263785840836,0.013620381961331083,0.013529517072809,0.015534733749031054,0.01598705769918069,0.027630078050796595,0.010291622917379112,0.031201021445476235,0.008236942075111584,0.01639768752106563,0.014986581973163566,0.016695293132710284,0.017957239243823673,0.06412911076286582,0.032216113984313136,0.015371822961293633,0.07479446485414484,0.028259082701817727,0.017689788975969966,0.15050705555522056,0.06391541181200418,0.0040734036033158,0.015587401367231163,0.017229541324968546,0.02994430615846381,0.07201704754641175,0.018187537023836527,0.014872010423229177,0.017319070874425774,0.009406347394865218,0.08362164114259078,0.018184687426604833,0.062080821684546456,0.025529509745997426,0.024039463733623926,0.020579274052834256,0.019779186452234577,0.009927534331117174,0.01943623971796833,0.011911434016679627,0.024673543732602273,0.011441992518139616,0.03233001017021547,0.010936633566680466,0.019817534788653876,0.020436929159523776
CTGI,0.03217651451067081,0.01776060867270576,0.018123452522000105,0.016159492115332554,0.028829140182710145,0.033622319766073716,0.03231354894860716,0.01935847395095677,0.03273408436503852,0.02236093470313858,0.01639922312299612,0.014406558674434702,0.028494657385322888,0.021996370334083363,0.022810991747316045,0.010283988531583766,0.011810253393950603,0.017722344289934966,0.059487027470065255,0.023322472790951974,0.014041049160723297,0.06361468329543837,0.022991684014809593,0.024096152893575314,0.06391541181200418,0.2353915523890664,0.0037926848284601205,0.018571140633349446,0.023842725920993645,0.030212422308971105,0.07087540222550465,0.012654983750658462,0.011804975191250984,0.020607464946269284,0.012793225217487119,0.07770644569537391,0.013006517206144715,0.06349556144208422,0.017543165070958298,0.0393574177739371,0.04065339752109826,0.01724430225744475,0.012661550961262012,0.022515835223187106,0.01895836497158274,0.03112564266422076,0.014883627877663402,0.01902245217073037,0.011578281263666558,0.013133741859450394,0.016768578351917685
ALUT,0.01739639941800068,0.011021591611760771,0.005662150471594606,0.007951482891278432,0.019539166062356193,0.0173606072715777,0.017704059264981694,0.009832673665740248,0.0166571650927793,0.018183950765367798,0.013222810731453346,0.011405753298776902,0.026949471989279362,0.011548350565159543,0.004286580955327013,0.0062205287799990345,0.019298194696729425,0.021876116332235778,0.017764020079020372,0.03509815416759514,0.013451053377757993,0.0028158175497046785,0.014646671773841475,0.022096067265001677,0.0040734036033158,0.0037926848284601205,0.1084741295786393,0.015913621691261225,0.010410016754003644,0.02734070939062471,0.026684614754779633,0.022686186570491453,0.023577405275159235,0.011205710961410488,0.015611286119411384,0.011303054602963885,0.014386547149973889,0.017324646309740052,0.017801177359289933,0.026378385592717626,0.014812279793766077,0.018891389340545673,0.004263712157858696,0.0183150563549212,0.019462664342556193,0.012432457242876902,0.01623073449387779,0.021622596590474583,0.008723247612119317,0.02726872189250905,0.03941092747384343
ACAC,0.02291313889778458,0.031315420755486024,0.03400327824478024,0.022784697291674948,0.020066989953369363,0.03409264130725829,0.017147765191106765,0.023276301582389372,0.026483050645540542,0.025381696246068734,0.026102442755635717,0.02727491491815932,0.02246933133334817,0.028256364365613428,0.022766461875452598,0.01510634648687565,0.02948217581714557,0.013992775863094666,0.015955160318650918,0.02202915910331023,0.02579969707617815,0.020580245892515173,0.01605200785138453,0.014283492669233368,0.015587401367231163,0.018571140633349446,0.015913621691261225,0.09829069679240916,0.03405623928355932,0.029283036514106516,0.019369867979656324,0.02090601918344546,0.016254481785691687,0.029164891196559302,0.02473023813579544,0.014522039809998145,0.012048081900370775,0.01350636400278433,0.00987486957083034,0.0248220819348325,0.031944130109653475,0.013455098396092545,0.0188533079880602,0.015538627937161516,0.02923521154659324,0.021058093057645385,0.026732457588770193,0.020917183557867747,0.0125546835357792,0.021016734728020018,0.023727736761002687
SRTX,0.024309674444003726,0.03574544977811333,0.029324142777426926,0.021762909970716938,0.014826792471580487,0.030077906196614032,0.023883521519254183,0.021306179665508726,0.030582075474899467,0.02721005507366667,0.03218566108318715,0.029766832781603164,0.011951847372919037,0.02828819261611205,0.028756361155156528,0.022327681740351688,0.021369493142521543,0.018384725478786088,0.017168633296043144,0.022323554720451305,0.027645172416755653,0.02209108264438071,0.019646715658404434,0.021973165119536908,0.017229541324968546,0.023842725920993645,0.010410016754003644,0.03405623928355932,0.10188361269497904,0.022300738434272986,0.02628630588835726,0.014338215269005354,0.015844246261297493,0.022333932043362374,0.034266269081456996,0.020445671156275592,0.015327549820333505,0.021522190076666847,0.015512032290248258,0.028807718796984624,0.03927469091880906,0.014170742571219598,0.01790539129385534,0.009386264888275632,0.024099715966271477,0.030218908082509575,0.025688886910257964,0.028997883959435384,0.009812900676737266,0.011048359521510901,0.023694420097729995
